,Unnamed: 0,binding_site_name,enzyme_name,binding_site_ranking,mainclass,subclass,subsubclass,designation,atoms,dataset,dates,centers,uniq_fold,uniq_sub,uniq_subsub,uniq_designation
227,227,1,1CIL,1,4,2,1,1,1728,2020,20/10/1993,"(-4.32, 3.63, 14.548)",97,57,267,46
228,228,1,1CIN,1,4,2,1,1,1734,2020,20/10/1993,"(-4.425, 3.635, 14.563)",97,57,267,46
229,229,1,1DHI,1,1,5,1,3,1444,2020,29/10/1993,"(19.666, 62.688, 24.894)",16,15,45,2511
230,230,1,1DHJ,1,1,5,1,3,1437,2020,29/10/1993,"(19.606, 62.541, 24.742)",16,15,45,2511
231,231,1,2OXI,1,1,1,1,1,1899,2020,08/11/1993,"(15.58, 16.487, 6.497)",5266,29,191,2286
232,232,1,1POX,1,1,2,3,3,2440,2020,09/11/1993,"(20.482, 63.628, -0.189)",445,20,143,730
233,233,1,1POW,1,1,2,3,3,2431,2020,09/11/1993,"(20.476, 63.643, -0.213)",445,20,143,730
234,234,1,1THL,1,3,4,24,27,1494,2020,17/11/1993,"(36.883, 39.069, -4.326)",1445,24,265,1772
235,235,1,1SCU,1,6,2,1,5,1730,2020,18/11/1993,"(27.004, 63.19, 56.458)",4205,66,155,2363
236,236,1,1TRK,1,2,2,1,1,2454,2020,22/11/1993,"(-4.558, 57.313, 15.448)",2285,12,206,3030
237,237,1,1HLD,1,1,1,1,1,1890,2020,23/11/1993,"(-3.595, 59.985, 6.354)",5266,29,191,2286
238,238,1,1AZM,1,4,2,1,1,1764,2020,28/11/1993,"(34.271, 16.432, -18.714)",97,57,267,46
239,239,1,1BZM,1,4,2,1,1,1773,2020,28/11/1993,"(34.276, 16.695, -18.894)",97,57,267,46
240,240,1,1CZM,1,4,2,1,1,1832,2020,28/11/1993,"(34.655, 16.312, -17.962)",97,57,267,46
241,241,1,1ELC,1,3,4,21,36,1309,2020,07/12/1993,"(39.074, 21.524, 36.404)",4437,24,158,2541
242,242,1,1ELB,1,3,4,21,36,1302,2020,07/12/1993,"(40.174, 19.894, 37.447)",4437,24,158,2541
243,243,1,1ELA,1,3,4,21,36,1241,2020,07/12/1993,"(38.628, 19.672, 38.346)",4437,24,158,2541
244,244,1,1XYC,1,5,3,1,5,2573,2020,03/01/1994,"(17.159, 6.246, -11.592)",2713,40,40,1556
245,245,1,1XYB,1,5,3,1,5,2583,2020,03/01/1994,"(16.779, 6.0, -11.517)",2713,40,40,1556
246,246,1,1AHA,1,3,2,2,22,1658,2020,07/01/1994,"(60.927, 92.512, 6.044)",2927,44,177,273
247,247,1,1SYB,1,3,1,31,1,953,2020,07/01/1994,"(4.373, 15.439, 24.031)",4580,63,16,706
248,248,1,1AHB,1,3,2,2,22,1636,2020,07/01/1994,"(60.457, 90.575, 2.659)",2927,44,177,273
249,249,1,1SYF,1,3,1,31,1,952,2020,07/01/1994,"(4.357, 15.729, 24.065)",4580,63,16,706
250,250,1,1SYD,1,3,1,31,1,955,2020,07/01/1994,"(4.373, 15.899, 23.952)",4580,63,16,706
251,251,1,1MNC,1,3,4,24,34,1010,2020,12/01/1994,"(-4.585, 28.381, 22.003)",2048,24,265,1535
252,252,1,2TBS,1,3,4,21,4,1314,2020,14/01/1994,"(31.536, 48.078, 20.103)",4437,24,158,2942
253,253,1,1STB,1,3,1,31,1,950,2020,17/01/1994,"(4.432, 14.736, 24.49)",4580,63,16,706
254,254,1,1STA,1,3,1,31,1,954,2020,17/01/1994,"(4.061, 15.279, 23.82)",4580,63,16,706
255,255,1,1GES,1,1,8,1,7,1910,2020,18/01/1994,"(9.588, 15.523, -1.453)",2381,17,246,1576
256,256,1,1GEU,1,1,8,1,7,1919,2020,18/01/1994,"(13.187, 17.797, -2.093)",2381,17,246,1576
257,257,1,1GET,1,1,8,1,7,1908,2020,18/01/1994,"(13.322, 18.167, -1.787)",2381,17,246,1576
258,258,1,1GER,1,1,8,1,7,1892,2020,18/01/1994,"(9.5, 15.553, -1.306)",2381,17,246,1576
259,259,1,1MLD,1,1,1,1,37,2049,2020,24/01/1994,"(51.014, 55.406, -10.222)",3691,29,191,1198
260,260,1,1TKB,1,2,2,1,1,2447,2020,07/02/1994,"(-4.599, 57.546, 15.32)",2285,12,206,3030
261,261,1,1ENC,1,3,1,31,1,977,2020,14/02/1994,"(4.551, 15.473, 24.132)",4580,63,16,706
262,262,1,1SES,1,6,1,1,11,2406,2020,21/02/1994,"(58.236, 9.106, 53.473)",2307,2,127,55
263,263,1,1AKA,1,2,6,1,1,2391,2020,28/02/1994,"(9.718, 13.069, 34.501)",1415,37,80,2941
264,264,1,1AKC,1,2,6,1,1,2456,2020,28/02/1994,"(34.9, 13.491, 31.95)",1415,37,80,2941
265,265,1,1AKB,1,2,6,1,1,2418,2020,28/02/1994,"(35.05, 13.735, 32.25)",1415,37,80,2941
266,266,1,1DDT,1,2,4,2,36,1799,2020,01/03/1994,"(-5.26, 34.512, 65.369)",1426,46,272,847
267,267,1,1XII,1,5,3,1,5,2712,2020,07/03/1994,"(46.89, 49.77, 51.45)",2713,40,40,1556
268,268,1,1CSH,1,4,1,3,7,2376,2020,07/03/1994,"(-14.161, -7.036, 1.102)",2049,34,174,1015
269,269,1,1GLQ,1,2,5,1,18,1505,2020,07/03/1994,"(58.601, 30.174, 10.187)",2173,54,159,2814
270,270,1,1XIC,1,5,3,1,5,2684,2020,07/03/1994,"(46.95, 49.85, 51.45)",2713,40,40,1556
271,271,1,1XIH,1,5,3,1,5,2708,2020,07/03/1994,"(46.83, 50.01, 51.35)",2713,40,40,1556
272,272,1,1XIJ,1,5,3,1,5,2684,2020,07/03/1994,"(46.94, 49.84, 51.45)",2713,40,40,1556
273,273,1,1XID,1,5,3,1,5,2700,2020,07/03/1994,"(46.9, 49.87, 51.5)",2713,40,40,1556
274,274,1,1XIF,1,5,3,1,5,2708,2020,07/03/1994,"(46.93, 49.765, 51.54)",2713,40,40,1556
275,275,1,1GLP,1,2,5,1,18,1630,2020,07/03/1994,"(58.401, 28.813, 8.729)",2173,54,159,2814
276,276,1,1CSI,1,4,1,3,7,2379,2020,07/03/1994,"(-14.14, -7.042, 1.128)",2049,34,174,1015
277,277,1,1XIE,1,5,3,1,5,2708,2020,07/03/1994,"(46.75, 49.78, 51.4)",2713,40,40,1556
278,278,1,1XIG,1,5,3,1,5,2684,2020,07/03/1994,"(46.95, 49.85, 51.45)",2713,40,40,1556
279,279,1,1MDT,1,2,4,2,36,1564,2020,21/03/1994,"(-14.37, 14.81, 31.027)",1426,46,272,847
280,280,1,2ENB,1,3,1,31,1,932,2020,23/03/1994,"(4.506, 15.471, 24.716)",4580,63,16,706
281,281,1,1RLS,1,3,1,27,3,756,2020,29/03/1994,"(77.728, 92.509, 61.434)",1430,63,192,1608
282,282,1,1RSC,1,4,1,1,39,2712,2020,29/03/1994,"(113.924, 42.642, 20.824)",3934,34,94,295
283,283,1,1BCX,1,3,2,1,8,1280,2020,01/04/1994,"(34.489, 21.186, 36.348)",6,44,178,2280
284,284,1,1ELS,1,4,2,1,11,2450,2020,05/04/1994,"(86.268, 37.832, 33.45)",1456,57,267,1273
285,285,1,1EBG,1,4,2,1,11,2407,2020,27/04/1994,"(18.023, 5.795, 20.719)",1456,57,267,1273
286,286,1,2GLR,1,2,5,1,18,1546,2020,04/05/1994,"(58.244, 29.732, 9.481)",2173,54,159,2814
287,287,1,1HYT,1,3,4,24,27,1712,2020,04/05/1994,"(36.973, 42.19, -2.929)",1445,24,265,1772
288,288,1,154L,1,3,2,1,17,1182,2020,05/05/1994,"(12.362, 30.628, 21.917)",1434,44,178,2835
289,289,1,1AIC,1,2,6,1,1,2418,2020,10/05/1994,"(5.945, 29.231, 24.515)",1415,37,80,2941
290,290,1,1AIA,1,2,6,1,1,2443,2020,10/05/1994,"(5.739, 29.063, 24.63)",1415,37,80,2941
291,291,1,1LNB,1,3,4,24,27,1709,2020,13/05/1994,"(36.967, 42.036, -2.935)",1445,24,265,1772
292,292,1,1LNC,1,3,4,24,27,1716,2020,13/05/1994,"(37.02, 42.3, -2.74)",1445,24,265,1772
293,293,1,1LNE,1,3,4,24,27,1714,2020,13/05/1994,"(37.041, 42.243, -2.917)",1445,24,265,1772
294,294,1,1AGM,1,3,2,1,3,951,2020,13/05/1994,"(26.813, 40.105, 11.564)",2780,44,178,2372
295,295,1,1LND,1,3,4,24,27,1720,2020,13/05/1994,"(36.879, 42.33, -2.958)",1445,24,265,1772
296,296,1,1LNF,1,3,4,24,27,1714,2020,13/05/1994,"(36.975, 42.24, -2.701)",1445,24,265,1772
297,297,1,1LNA,1,3,4,24,27,1709,2020,13/05/1994,"(36.862, 42.216, -2.748)",1445,24,265,1772
298,298,1,1NGH,1,3,6,1,3,1887,2020,17/05/1994,"(20.172, 34.281, 16.699)",4093,55,228,2822
299,299,1,1NGC,1,3,6,1,3,1838,2020,17/05/1994,"(20.671, 35.238, 16.363)",4093,55,228,2822
300,300,1,1NGG,1,3,6,1,3,1876,2020,17/05/1994,"(20.182, 34.382, 16.651)",4093,55,228,2822
301,301,1,1NGB,1,3,6,1,3,1849,2020,17/05/1994,"(20.617, 35.215, 16.303)",4093,55,228,2822
302,302,1,1NGJ,1,3,6,1,3,1884,2020,17/05/1994,"(20.206, 34.392, 16.738)",4093,55,228,2822
303,303,1,1NGI,1,3,6,1,3,1889,2020,17/05/1994,"(20.197, 34.33, 16.685)",4093,55,228,2822
304,304,1,1NGD,1,3,6,1,3,1838,2020,17/05/1994,"(20.664, 35.264, 16.395)",4093,55,228,2822
305,305,1,1NGA,1,3,6,1,3,1844,2020,17/05/1994,"(20.544, 35.205, 16.362)",4093,55,228,2822
306,306,1,1NGE,1,3,6,1,3,1881,2020,17/05/1994,"(20.181, 34.427, 16.595)",4093,55,228,2822
307,307,1,1NGF,1,3,6,1,3,1886,2020,17/05/1994,"(20.208, 34.368, 16.635)",4093,55,228,2822
308,308,1,1SBG,1,3,4,23,16,1363,2020,24/05/1994,"(-8.97, 16.684, 27.18)",1502,24,96,1093
309,309,1,1HMP,1,2,4,2,8,1456,2020,03/06/1994,"(43.816, 14.095, 13.97)",2351,46,272,2351
310,310,1,1BGU,1,2,4,1,27,219,2020,09/06/1994,"(56.126, 3.031, 15.481)",1500,46,193,1668
311,311,1,2BGU,1,2,4,1,27,1791,2020,09/06/1994,"(56.126, 3.031, 15.481)",1500,46,193,1668
312,312,1,1GNE,1,2,5,1,18,2294,2020,16/06/1994,"(-18.176, 18.176, 14.532)",2709,54,159,2814
313,313,1,1AMQ,1,2,6,1,1,2424,2020,01/07/1994,"(24.492, -0.0, 0.0)",1415,37,80,2941
314,314,1,1AMR,1,2,6,1,1,2442,2020,01/07/1994,"(24.645, -4.713, 13.277)",1415,37,80,2941
315,315,1,2NAD,1,1,2,1,2,2047,2020,06/07/1994,"(47.825, 37.412, -6.949)",3130,20,69,2850
316,316,1,1PBE,1,1,14,13,2,2032,2020,06/07/1994,"(17.3, 94.273, 45.59)",1989,14,268,2316
317,317,1,1PBD,1,1,14,13,2,2019,2020,06/07/1994,"(17.399, 94.829, 45.848)",1989,14,268,2316
318,318,1,1PBB,1,1,14,13,2,2027,2020,06/07/1994,"(17.659, 94.634, 46.23)",1989,14,268,2316
319,319,1,2SIM,1,3,2,1,18,1857,2020,15/07/1994,"(43.841, 51.038, 49.178)",2200,44,178,1459
320,320,1,1RCA,1,3,1,27,5,932,2020,18/07/1994,"(34.685, 12.268, 9.753)",2296,63,192,1337
321,321,1,1PGO,1,1,1,1,44,1566,2020,18/07/1994,"(36.37, 19.492, 25.588)",4519,29,191,2863
322,322,1,1PGN,1,1,1,1,44,1504,2020,18/07/1994,"(36.37, 18.202, 25.588)",4519,29,191,2863
323,323,1,2DLN,1,6,3,2,4,1773,2020,18/07/1994,"(19.064, 6.215, 42.064)",256,36,92,1157
324,324,1,1PGP,1,1,1,1,44,2092,2020,18/07/1994,"(36.37, 29.473, 25.588)",4519,29,191,2863
325,325,1,1GIA,1,3,6,1,46,1831,2020,20/07/1994,"(38.967, -27.477, 7.245)",1505,55,228,918
326,326,1,1OYA,1,1,6,99,1,1906,2020,25/08/1994,"(49.313, 49.313, 21.505)",4553,28,270,1300
327,327,1,1BIT,1,3,4,21,4,1320,2020,26/08/1994,"(58.181, 76.97, -15.4)",4437,24,158,2942
328,328,1,1RPG,1,3,1,27,5,928,2020,29/08/1994,"(32.388, 17.283, 5.057)",2296,63,192,1337
329,329,1,1RPF,1,3,1,27,5,944,2020,29/08/1994,"(-10.997, 50.722, 6.156)",2296,63,192,1337
330,330,1,2GYI,1,5,3,1,5,2594,2020,01/09/1994,"(16.609, 5.82, -11.195)",2713,40,40,1556
331,331,1,1TPS,1,3,4,21,4,908,2020,04/09/1994,"(25.21, 8.149, 29.717)",4437,24,158,2942
332,332,1,2CST,1,2,6,1,1,2286,2020,06/09/1994,"(45.572, -8.958, 56.924)",1415,37,80,2941
333,333,1,1DOC,1,1,14,13,2,2003,2020,06/09/1994,"(22.631, 97.221, 57.787)",1989,14,268,2316
334,334,1,1DOB,1,1,14,13,2,2019,2020,06/09/1994,"(22.967, 96.381, 56.323)",1989,14,268,2316
335,335,1,1DOD,1,1,14,13,2,1929,2020,06/09/1994,"(24.217, 97.424, 58.278)",1989,14,268,2316
336,336,1,1DOE,1,1,14,13,2,2014,2020,06/09/1994,"(23.021, 96.488, 56.349)",1989,14,268,2316
337,337,1,2TCL,1,3,4,24,7,986,2020,07/09/1994,"(73.818, 8.73, 9.114)",2048,24,265,1821
338,338,1,1HFC,1,3,4,24,7,979,2020,13/09/1994,"(25.233, 22.367, 24.322)",2048,24,265,1821
339,339,1,1DIH,1,1,3,1,26,2620,2020,14/09/1994,"(37.85, 0.0, 47.1)",1486,68,113,2088
340,340,1,1LZR,1,3,2,1,17,885,2020,14/09/1994,"(12.573, 3.337, 30.209)",4998,44,178,2835
341,341,1,1LZS,1,3,2,1,17,970,2020,14/09/1994,"(30.641, 17.492, 7.476)",4998,44,178,2835
342,342,1,1PXC,1,1,14,13,2,1999,2020,27/09/1994,"(22.833, 97.005, 57.932)",1989,14,268,2316
343,343,1,1LSZ,1,3,2,1,17,889,2020,27/09/1994,"(8.592, 25.264, 22.983)",4998,44,178,2835
344,344,1,1PXB,1,1,14,13,2,1989,2020,27/09/1994,"(22.98, 96.86, 57.709)",1989,14,268,2316
345,345,1,1PXA,1,1,14,13,2,1992,2020,27/09/1994,"(22.709, 97.073, 57.848)",1989,14,268,2316
346,346,1,1HVQ,1,3,2,1,14,1270,2020,13/10/1994,"(16.383, 46.015, 19.534)",5516,44,178,194
347,347,1,1IDA,1,3,4,23,47,1288,2020,19/10/1994,"(50.801, 22.702, 4.224)",1502,24,96,2974
348,348,1,1IDB,1,3,4,23,47,1309,2020,19/10/1994,"(51.683, 22.196, 3.7)",1502,24,96,2974
349,349,1,1ELE,1,3,4,21,36,1244,2020,24/10/1994,"(38.236, 19.712, 38.569)",4437,24,158,2541
350,350,1,1ELD,1,3,4,21,36,1256,2020,24/10/1994,"(38.419, 19.929, 38.71)",4437,24,158,2541
351,351,1,1LMP,1,3,2,1,17,886,2020,25/10/1994,"(46.131, 41.794, 25.551)",4998,44,178,2835
352,352,1,1LMQ,1,3,2,1,17,883,2020,25/10/1994,"(46.236, 42.038, 25.454)",4998,44,178,2835
353,353,1,1LMO,1,3,2,1,17,881,2020,25/10/1994,"(41.814, 43.04, 28.074)",4998,44,178,2835
354,354,1,1DYI,1,1,5,1,3,1441,2020,26/10/1994,"(19.999, 62.053, 24.383)",16,15,45,2511
355,355,1,1DYJ,1,1,5,1,3,1440,2020,26/10/1994,"(20.033, 62.201, 24.413)",16,15,45,2511
356,356,1,1DYH,1,1,5,1,3,1445,2020,26/10/1994,"(19.981, 62.204, 24.431)",16,15,45,2511
357,357,1,1STG,1,3,1,31,1,967,2020,27/10/1994,"(4.543, 15.384, 24.185)",4580,63,16,706
358,358,1,1STH,1,3,1,31,1,951,2020,27/10/1994,"(4.348, 14.994, 24.275)",4580,63,16,706
359,359,1,1NDH,1,1,6,2,2,1347,2020,31/10/1994,"(9.403, 18.208, -4.225)",2912,28,156,879
360,360,1,1GFI,1,3,6,1,46,1596,2020,11/11/1994,"(37.396, -32.712, 12.836)",1505,55,228,918
361,361,1,1AMI,1,4,2,1,3,2610,2020,11/11/1994,"(35.912, 34.399, 71.694)",3702,57,267,1031
362,362,1,1LMC,1,3,2,1,17,876,2020,14/11/1994,"(44.517, 42.609, 27.316)",4998,44,178,2835
363,363,1,1HPV,1,3,4,23,16,1365,2020,18/11/1994,"(9.92, 16.231, 8.825)",1502,24,96,1093
364,364,1,1TAG,1,3,-,-,-,1796,2020,23/11/1994,"(45.408, 12.268, 29.779)",1505,26,34,630
365,365,1,1DRH,1,1,5,1,3,1036,2020,30/11/1994,"(16.738, 28.396, 28.017)",16,15,45,2511
366,366,1,1PDH,1,1,14,13,2,2024,2020,01/12/1994,"(17.495, 94.724, 45.811)",1989,14,268,2316
367,367,1,2ADA,1,3,5,4,4,2111,2020,02/12/1994,"(5.099, 19.635, 37.425)",1482,21,167,860
368,368,1,1GAR,1,2,1,2,2,1346,2020,08/12/1994,"(47.389, 4.96, -8.952)",2773,50,251,1603
369,369,1,1AND,1,3,4,21,4,1704,2020,21/12/1994,"(0.0, 50.067, 62.19)",4437,24,158,2942
370,370,1,1ANE,1,3,4,21,4,1712,2020,21/12/1994,"(0.0, 50.059, 62.19)",4437,24,158,2942
371,371,1,1ANC,1,3,4,21,4,1628,2020,21/12/1994,"(7.617, 50.127, 55.643)",4437,24,158,2942
372,372,1,1YDA,1,4,2,1,1,1755,2020,22/12/1994,"(-5.281, 3.375, 15.5)",97,57,267,46
373,373,1,1YDD,1,4,2,1,1,1787,2020,22/12/1994,"(-5.53, 3.134, 14.987)",97,57,267,46
374,374,1,1YDB,1,4,2,1,1,1757,2020,22/12/1994,"(-5.106, 3.154, 15.443)",97,57,267,46
375,375,1,1TCS,1,3,2,2,22,1398,2020,27/12/1994,"(15.739, -10.889, 36.106)",2927,44,177,273
376,376,1,1GIL,1,3,6,1,46,1835,2020,02/01/1995,"(38.881, -27.638, 7.355)",1505,55,228,918
377,377,1,1LTH,1,1,1,1,27,2090,2020,04/01/1995,"(-2.154, 4.565, 4.856)",4035,29,191,2816
378,378,1,1FNC,1,1,18,1,2,1301,2020,05/01/1995,"(18.488, 0.075, 6.928)",2656,31,111,738
379,379,1,1FNB,1,1,18,1,2,1261,2020,05/01/1995,"(22.227, 1.013, 3.95)",2656,31,111,738
380,380,1,1TAD,1,3,-,-,-,1725,2020,05/01/1995,"(6.579, 80.52, 75.114)",1505,26,34,630
381,381,1,1FND,1,1,18,1,2,1308,2020,05/01/1995,"(19.801, 0.267, 5.999)",2656,31,111,738
382,382,1,1OPR,1,2,4,2,10,1572,2020,06/01/1995,"(26.221, 19.583, -11.452)",254,46,272,534
383,383,1,1LZY,1,3,2,1,17,926,2020,09/01/1995,"(7.26, 14.816, 32.707)",4998,44,178,2835
384,384,1,1GSQ,1,2,5,1,18,1973,2020,09/01/1995,"(16.524, 28.621, -0.0)",2173,54,159,2814
385,385,1,1LMT,1,3,2,1,17,923,2020,13/01/1995,"(14.644, 6.058, 34.404)",4998,44,178,2835
386,386,1,1HDG,1,1,2,1,12,2018,2020,17/01/1995,"(15.078, 33.542, 104.342)",1971,20,69,1284
387,387,1,1NMB,1,3,2,1,18,2456,2020,17/01/1995,"(84.7, 84.7, 38.629)",3372,44,178,1459
388,388,1,1AGS,1,2,5,1,18,202,2020,23/01/1995,"(-17.406, -9.235, 28.602)",2173,54,159,2814
389,389,1,1PSO,1,3,4,23,1,1461,2020,23/01/1995,"(4.632, 20.1, 1.58)",1444,24,96,2478
390,390,1,2CND,1,1,6,6,1,1341,2020,01/02/1995,"(17.953, 17.368, 4.762)",1929,28,199,1983
391,391,1,1CLE,1,3,1,1,3,1947,2020,08/02/1995,"(10.045, -10.507, -14.658)",1930,63,97,1217
392,392,1,1LSP,1,3,2,1,17,1177,2020,09/02/1995,"(4.331, -0.61, 24.74)",1434,44,178,2835
393,393,1,1LZG,1,3,2,1,17,880,2020,10/02/1995,"(5.139, 24.869, 27.109)",4998,44,178,2835
394,394,1,1LZE,1,3,2,1,17,877,2020,10/02/1995,"(8.68, 25.316, 22.986)",4998,44,178,2835
395,395,1,1LZB,1,3,2,1,17,880,2020,10/02/1995,"(5.147, 24.581, 27.32)",4998,44,178,2835
396,396,1,1LZC,1,3,2,1,17,880,2020,10/02/1995,"(8.75, 25.003, 23.182)",4998,44,178,2835
397,397,1,1CTT,1,3,5,4,5,2500,2020,11/02/1995,"(30.476, 52.786, -0.0)",1663,21,167,2995
398,398,1,1CTU,1,3,5,4,5,2487,2020,11/02/1995,"(30.384, 52.626, 0.0)",1663,21,167,2995
399,399,1,1QOR,1,1,-,-,-,1848,2020,14/02/1995,"(54.917, 52.737, -11.18)",1320,35,245,1479
400,400,1,1AHX,1,2,6,1,1,2248,2020,21/02/1995,"(-9.579, 54.295, 24.399)",1415,37,80,2941
401,401,1,1AHY,1,2,6,1,1,2256,2020,21/02/1995,"(-9.909, 54.824, 24.396)",1415,37,80,2941
402,402,1,1AHF,1,2,6,1,1,2210,2020,22/02/1995,"(11.519, 27.279, 23.812)",1415,37,80,2941
403,403,1,1AHG,1,2,6,1,1,2224,2020,22/02/1995,"(-9.99, 53.724, 24.86)",1415,37,80,2941
404,404,1,1NHB,1,3,2,1,17,973,2020,24/02/1995,"(27.006, 6.653, 3.629)",1435,44,178,2835
405,405,1,1TLC,1,2,1,1,45,1829,2020,07/03/1995,"(15.782, 17.716, 32.026)",3859,50,269,578
406,406,1,1NNC,1,3,2,1,18,2443,2020,15/03/1995,"(0.0, -0.0, 62.965)",3372,44,178,1459
407,407,1,1PNL,1,3,5,1,11,2591,2020,16/03/1995,"(11.648, 36.715, 34.109)",1536,21,273,1367
408,408,1,1MMD,1,3,6,1,32,1853,2020,21/03/1995,"(13.267, 56.779, 7.257)",1584,55,228,1965
409,409,1,1MMQ,1,3,4,24,23,949,2020,22/03/1995,"(49.56, -37.327, 46.509)",1597,24,265,786
410,410,1,1MMR,1,3,4,24,23,967,2020,22/03/1995,"(49.756, -37.707, 46.271)",1597,24,265,786
411,411,1,3HSC,1,3,6,1,3,1840,2020,24/03/1995,"(20.607, 35.185, 16.373)",4093,55,228,2822
412,412,1,1HPM,1,3,6,1,3,1881,2020,24/03/1995,"(20.38, 34.428, 16.414)",4093,55,228,2822
413,413,1,1HBV,1,3,4,23,16,1363,2020,29/03/1995,"(-8.501, 16.607, 27.094)",1502,24,96,1093
414,414,1,1HSG,1,3,4,23,16,1354,2020,31/03/1995,"(13.073, 22.467, 5.557)",1502,24,96,1093
415,415,1,1FRN,1,1,18,1,2,1253,2020,31/03/1995,"(22.182, 0.916, 3.838)",2656,31,111,738
416,416,1,1HIH,1,3,4,23,16,898,2020,31/03/1995,"(-8.241, 10.481, 13.498)",1502,24,96,1093
417,417,1,1HII,1,3,4,23,47,1029,2020,31/03/1995,"(31.398, 30.538, 15.634)",1502,24,96,2974
418,418,1,1HRN,1,3,4,23,15,1838,2020,31/03/1995,"(35.601, 60.021, 43.75)",1444,24,96,2325
419,419,1,1HSH,1,3,4,23,47,1297,2020,31/03/1995,"(10.885, 0.481, 7.542)",1502,24,96,2974
420,420,1,1GPM,1,6,3,5,2,1382,2020,04/04/1995,"(116.726, 88.454, 66.786)",1491,36,104,2109
421,421,1,1TDR,1,1,5,1,3,1458,2020,13/04/1995,"(19.735, 62.682, 25.18)",16,15,45,2511
422,422,1,2GSQ,1,2,5,1,18,1631,2020,14/04/1995,"(14.905, 24.845, -0.608)",2173,54,159,2814
423,423,1,184L,1,3,2,1,17,971,2020,19/04/1995,"(26.946, 7.098, 3.274)",1435,44,178,2835
424,424,1,1VRT,1,2,7,7,49,1468,2020,19/04/1995,"(1.573, -36.68, 22.298)",1502,23,226,2727
425,425,1,185L,1,3,2,1,17,978,2020,19/04/1995,"(27.296, 6.302, 4.161)",1435,44,178,2835
426,426,1,181L,1,3,2,1,17,973,2020,19/04/1995,"(26.911, 6.126, 4.179)",1435,44,178,2835
427,427,1,187L,1,3,2,1,17,975,2020,19/04/1995,"(27.117, 6.956, 3.68)",1435,44,178,2835
428,428,1,182L,1,3,2,1,17,978,2020,19/04/1995,"(27.082, 6.375, 4.095)",1435,44,178,2835
429,429,1,183L,1,3,2,1,17,978,2020,19/04/1995,"(26.924, 6.39, 4.125)",1435,44,178,2835
430,430,1,186L,1,3,2,1,17,976,2020,19/04/1995,"(27.025, 7.198, 3.528)",1435,44,178,2835
431,431,1,188L,1,3,2,1,17,981,2020,19/04/1995,"(27.128, 6.705, 4.015)",1435,44,178,2835
432,432,1,1VRU,1,2,7,7,49,1490,2020,19/04/1995,"(2.236, -36.855, 22.131)",1502,23,226,2727
433,433,1,1PTV,1,3,1,3,48,1427,2020,21/04/1995,"(45.155, 14.092, 2.296)",1937,63,238,442
434,434,1,1FBL,1,3,4,24,7,1844,2020,24/04/1995,"(80.57, 80.57, -8.718)",2048,24,265,1821
435,435,1,1CSN,1,2,7,1,-,1977,2020,25/04/1995,"(-26.927, 46.639, 40.126)",2411,23,148,87
436,436,1,1PSC,1,3,1,8,1,2351,2020,25/04/1995,"(46.484, -4.269, 26.849)",4899,63,52,411
437,437,1,1BMA,1,3,4,21,36,1234,2020,01/05/1995,"(37.998, 20.388, 37.57)",4437,24,158,2541
438,438,1,1RTH,1,2,7,7,49,1473,2020,03/05/1995,"(-0.134, -34.702, 25.431)",1502,23,226,2727
439,439,1,1FIV,1,3,4,23,16,1473,2020,04/05/1995,"(24.471, 0.0, 24.833)",1902,24,96,1093
440,440,1,1PTR,1,2,7,1,-,715,2020,11/05/1995,"(10.636, 31.75, 32.75)",2178,23,148,87
441,441,1,1GNR,1,3,6,5,2,1693,2020,11/05/1995,"(17.132, 29.674, -0.0)",2762,55,201,2598
442,442,1,1GNQ,1,3,6,5,2,1651,2020,11/05/1995,"(17.397, 30.132, 0.0)",2762,55,201,2598
443,443,1,1HPX,1,3,4,23,16,1332,2020,18/05/1995,"(6.1, 0.042, 12.521)",1502,24,96,1093
444,444,1,1ATL,1,3,4,24,42,1185,2020,26/05/1995,"(2.207, 24.043, 2.405)",2910,24,265,1903
445,445,1,1FPI,1,3,1,3,11,1952,2020,02/06/1995,"(42.715, 110.911, 13.55)",1646,63,238,890
446,446,1,1FPJ,1,3,1,3,11,1938,2020,02/06/1995,"(42.8, 110.629, 13.6)",1646,63,238,890
447,447,1,1FPL,1,3,1,3,11,1956,2020,02/06/1995,"(42.611, 110.811, 13.443)",1646,63,238,890
448,448,1,1HYH,1,1,1,1,27,1788,2020,05/06/1995,"(6.992, 24.767, 10.246)",4035,29,191,2816
449,449,1,1PDZ,1,4,2,1,11,2482,2020,05/06/1995,"(37.931, 65.699, -0.0)",1456,57,267,1273
450,450,1,1GSE,1,2,5,1,18,1755,2020,09/06/1995,"(79.942, 30.58, 14.383)",2173,54,159,2814
451,451,1,1DAA,1,2,6,1,21,2074,2020,09/06/1995,"(22.244, 1.648, 54.201)",1975,37,80,778
452,452,1,1HXP,1,2,7,7,10,1420,2020,09/06/1995,"(26.312, 85.884, 19.811)",1131,23,226,49
453,453,1,1APZ,1,3,5,1,26,2205,2020,14/06/1995,"(1.047, 41.867, 5.769)",3635,21,273,2523
454,454,1,1DDR,1,1,5,1,3,1438,2020,29/06/1995,"(19.661, 62.496, 24.542)",16,15,45,2511
455,455,1,1DDS,1,1,5,1,3,1446,2020,29/06/1995,"(19.664, 62.747, 24.717)",16,15,45,2511
