enzyme_name,centers,plddt_res,plddt_atom,representative,enzyme_class,mainclass,subclass,subsubclass,designation,uniq_designation,uniq_fold,hierarchical
AF_Q3JQA6,"(-0.1179, -3.6509, -7.7677)",96.59843205574911,96.79070941336973,Q0I3D2,2.7.1.35,2,7,1,35,1608,1088,36
AF_Q4WMV5,"(2.583, 20.5636, -8.7434)",64.20100204498978,64.25271359484148,Q4INZ9,5.2.1.8,5,2,1,8,3108,1093,9
AF_Q5L6H4,"(1.1066, 4.5382, 8.393)",88.15091614906832,88.17300478850758,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_Q2JP68,"(-5.6509, 7.6274, -3.2978)",85.47312169312168,85.62119176232275,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_Q5JJY4,"(-14.8244, 8.7888, -10.593)",80.87124809741248,80.9009198525131,Q940A2,2.7.11.1,2,7,11,1,1648,1123,1
AF_Q1I5Z0,"(8.0099, 3.1412, -5.5599)",95.09036,95.34206091370558,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_Q60805,"(-21.2933, 6.8318, -11.9531)",72.17844064386317,72.65066073041683,Q98949,2.7.10.1,2,7,10,1,1646,1126,4
AF_P65729,"(23.4301, -1.9476, -36.6085)",87.15666666666667,87.42685913043479,P65729,2.7.11.1,2,7,11,1,1648,1131,1
AF_Q2RBR1,"(10.3838, -4.4853, -6.9425)",72.72233441910966,73.29890002746498,Q8LPD9,2.7.11.1,2,7,11,1,1648,794,1
AF_Q5N1D9,"(12.1414, 0.0692, -8.9261)",95.06581349206348,95.13424096994191,Q03Z44,6.1.1.6,6,1,1,6,3256,260,15
AF_A5V5D1,"(1.8067, -3.5731, 3.2438)",97.067899543379,97.132353662274,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_Q20X09,"(-20.9117, 5.001, 20.4557)",93.06951219512194,93.24397742363875,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_P0A2Y1,"(6.3167, 0.9444, -10.4526)",96.4300980392157,96.36010287183883,P0A2Y1,3.5.3.1,3,5,3,1,2521,1010,37
AF_Q3M5Q6,"(8.2619, 3.5852, -1.1096)",96.3016155988858,96.2952053314121,D3P9D1,2.3.1.31,2,3,1,31,1200,569,38
AF_Q4K5R9,"(4.0165, 5.6549, 0.3747)",97.74815347721824,97.7944152970923,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_Q65X23,"(0.0486, 9.4469, -8.2303)",68.67101449275361,69.49737728194727,Q6EU49,2.7.11.1,2,7,11,1,1648,1145,1
AF_C4K233,"(-7.5476, 6.7714, -4.8379)",91.03842696629214,91.1141957067187,Q2W3H8,5.2.1.8,5,2,1,8,3108,1148,9
AF_Q8AX00,"(-1.5281, 0.7243, 1.4071)",76.63870466321244,77.05590197413206,Q8AX00,2.7.11.1,2,7,11,1,1648,1151,1
AF_A0K4L5,"(-16.9043, -1.1384, -1.6027)",89.43818652849741,90.55436363636365,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_Q4L7Z4,"(-0.0498, -2.7905, 3.2301)",98.05150485436891,98.038734375,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_P44701,"(-4.6376, 1.705, -1.5081)",86.26751708428246,86.31693295292439,Q8SR63,3.6.4.13,3,6,4,13,2642,453,6
AF_A8FTH7,"(-1.3483, -2.6557, -3.182)",96.9592957746479,97.00917597765364,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A8FTH7,"(-1.3483, -2.6557, -3.182)",96.9592957746479,97.00917597765364,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q393P4,"(-6.2202, 1.6005, 6.6932)",91.6168927444795,91.85214730290456,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_Q5XI69,"(-9.2621, -8.9273, 2.2017)",83.42468549422335,83.41591633145616,F4JRJ6,3.6.4.13,3,6,4,13,2642,1171,6
AF_B7IIT3,"(16.141, 6.5822, -7.8348)",87.59570731707318,87.57929792429793,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_B0Y3M6,"(-14.3474, 10.6552, -9.9858)",96.37762529832936,96.38881022010158,A7LXU3,3.2.1.21,3,2,1,21,2112,1191,12
AF_O96650,"(0.6346, 4.5657, -10.1535)",96.2297619047619,96.41989708404805,Q6QGJ5,2.1.1.45,2,1,1,45,1044,547,26
AF_P24062,"(-5.5495, 39.3789, -0.36)",77.73819708029197,78.26201834021091,Q9WTL4,2.7.10.1,2,7,10,1,1646,1200,4
AF_B5Y9D1,"(4.3935, 5.1697, -2.0099)",96.50941391941392,96.5543725868726,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_B5Y9D1,"(4.3935, 5.1697, -2.0099)",96.50941391941392,96.5543725868726,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_B3CM44,"(-6.4797, 2.0463, -7.4088)",96.12805732484075,96.13471283783784,Q838C9,1.1.1.37,1,1,1,37,110,529,21
AF_Q2A535,"(7.4463, 1.9824, 0.7649)",97.96656028368794,97.97050514499531,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q2A535,"(7.4463, 1.9824, 0.7649)",97.96656028368794,97.97050514499531,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A8FB45,"(-2.789, 1.4313, 1.3682)",94.36196531791909,94.32822789493156,Q4JCM0,1.18.1.2,1,18,1,2,532,104,5
AF_Q49X26,"(-7.1044, 2.848, 11.1791)",95.48640816326532,95.4984120603015,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_P64321,"(9.1166, -5.1348, 0.9309)",87.62568571428571,87.88915775651847,Q9CD72,3.6.4.12,3,6,4,12,2641,878,0
AF_A5UAH8,"(4.219, -0.303, 3.7607)",91.52125373134326,91.63391237509607,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_B8EB55,"(-6.9035, -3.8754, -7.5126)",96.9728617363344,97.0356019546868,P83778,1.1.1.37,1,1,1,37,110,458,21
AF_A7HT37,"(2.9795, 10.6689, 5.0051)",95.32921921921924,95.3726264274062,Q838C9,1.1.1.37,1,1,1,37,110,529,21
AF_A7LXS8,"(15.6858, 7.9813, 2.985)",95.2492904953146,95.35334241443894,A7LXU3,3.2.1.21,3,2,1,21,2112,1191,12
AF_Q8KN38,"(2.2787, 3.9916, -1.9026)",87.42579113924052,87.17684345594526,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q8KN38,"(2.2787, 3.9916, -1.9026)",87.42579113924052,87.17684345594526,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_P13406,"(-2.3523, -7.0092, -13.0885)",80.80234636871508,81.44512371615313,Q9V9J3,2.7.10.2,2,7,10,2,1647,1241,39
AF_Q54PX0,"(3.9503, -1.5394, 8.2241)",67.84058467741936,68.54212353241451,Q54PX0,2.7.11.1,2,7,11,1,1648,1243,1
AF_Q7MBD6,"(7.9379, 5.8173, -5.1088)",95.54776470588236,95.51333333333334,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_Q38YM3,"(-0.0911, -2.4108, -3.0941)",89.77387195121952,89.92711746522411,Q38YM3,1.18.1.2,1,18,1,2,532,1244,5
AF_O88623,"(-8.0394, -9.0169, 0.7255)",67.21686786296901,68.15201654601861,Q5U349,3.4.19.12,3,4,19,12,2254,1247,24
AF_Q6D4A1,"(1.5448, 5.6779, 3.7692)",86.53365853658538,87.11888959390862,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_Q9SCZ4,"(-3.223, -0.4169, 8.7468)",79.40507262569834,80.32048501520197,Q3E8W4,2.7.11.1,2,7,11,1,1648,1259,1
AF_A1SUW7,"(-7.4643, -9.5207, 8.641)",93.17400966183574,93.369722747322,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_Q2IYG7,"(2.5482, -2.6796, -9.0872)",97.29227272727276,97.36727402473836,Q6QGJ5,2.1.1.45,2,1,1,45,1044,547,26
AF_O19929,"(-8.3473, 2.611, 2.3358)",94.01793162393162,93.81115594329334,P07342,2.2.1.6,2,2,1,6,1103,1274,40
AF_P75524,"(-10.0417, -3.7674, 4.911)",82.31061696658098,82.5334429339235,P47355,2.7.11.1,2,7,11,1,1648,1277,1
AF_Q5FUG1,"(1.7909, 3.6836, -10.0717)",94.77970085470086,94.9219710467706,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_P30404,"(6.2843, -0.1236, -2.1482)",87.54788461538462,88.31844559585491,P30404,5.2.1.8,5,2,1,8,3108,1283,9
AF_Q04LL8,"(6.8996, 3.4171, -5.5281)",97.55354838709675,97.591542807475,Q5M0S7,2.1.1.45,2,1,1,45,1044,1285,26
AF_B1YJW1,"(-42.4939, 10.7682, 3.1523)",90.73916279069768,90.87489462748589,Q5WEN8,5.2.1.8,5,2,1,8,3108,173,9
AF_Q9UUB6,"(1.8006, 0.613, -9.9352)",91.47373333333331,91.4187707641196,Q09444,3.4.19.12,3,4,19,12,2254,1289,24
AF_Q3KLX8,"(-4.6763, 0.6126, -8.0659)",96.4330981595092,96.4610840972499,B6IZN7,1.1.1.37,1,1,1,37,110,721,21
AF_Q3AYX2,"(-2.4832, -4.6011, -1.6172)",96.5516723549488,96.58466603951082,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q3AYX2,"(-2.4832, -4.6011, -1.6172)",96.5516723549488,96.58466603951082,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q2UFL0,"(-11.5376, 3.564, 1.637)",76.21471074380166,76.25393425460638,Q4P7M1,3.6.4.13,3,6,4,13,2642,1294,6
AF_Q2T4T8,"(0.6778, 10.0707, -0.5166)",96.620273556231,96.5365471028774,B6IZN7,1.1.1.37,1,1,1,37,110,721,21
AF_Q3KR59,"(-20.5726, 8.8279, 19.4818)",61.228979848866494,62.29824324324324,Q5ZJN4,3.4.19.12,3,4,19,12,2254,1302,24
AF_A1DNG2,"(-11.73, -4.5467, 1.4087)",70.59131691648822,70.9254816955684,A6ZXU0,3.6.4.13,3,6,4,13,2642,1304,6
AF_Q02RL6,"(4.9094, 10.1274, -7.5562)",95.46027777777778,95.59954408817636,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_Q8X4P8,"(-4.7043, -1.3434, 0.4253)",96.32746350364962,96.347840641207,P40720,4.2.1.2,4,2,1,2,2870,1305,31
AF_Q8X4P8,"(-4.7043, -1.3434, 0.4253)",96.32746350364962,96.347840641207,P40720,4.2.1.2,4,2,1,2,2870,1305,31
AF_Q31XG0,"(2.7664, 2.6589, -8.9946)",98.13647727272726,98.17623195156033,Q6QGJ5,2.1.1.45,2,1,1,45,1044,547,26
AF_Q6MBE9,"(10.8075, -1.0335, -3.3953)",93.26299516908212,93.24288653366584,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_O14055,"(-0.324, -2.1635, -3.0898)",87.9361097256858,88.71590415335464,O29482,6.1.1.1,6,1,1,1,3234,1315,3
AF_D2HHP1,"(0.9842, 7.3015, -9.5675)",67.50906194690266,67.97137246049661,E1BTE1,2.7.10.2,2,7,10,2,1647,1323,39
AF_Q3U2S4,"(7.4051, 5.4744, -12.9485)",64.07212014134275,66.43027607361964,Q96G74,3.4.19.12,3,4,19,12,2254,1327,24
AF_P80046,"(4.8393, -7.8325, -0.8551)",95.11406315789472,95.34002446316934,D4GU92,1.1.1.42,1,1,1,42,126,436,20
AF_P0DD45,"(13.1266, 7.4682, -1.5989)",89.30757281553399,89.64453002070394,Q9CEV9,5.2.1.8,5,2,1,8,3108,1332,9
AF_B3Q0R5,"(3.9113, -2.4437, -9.9931)",97.9544495412844,97.96265453495089,A1A0H0,5.3.1.5,5,3,1,5,3131,475,22
AF_O58362,"(2.4199, 6.5552, -0.0918)",98.1453559322034,98.13761142362613,Q58725,3.4.11.18,3,4,11,18,2203,1341,41
AF_Q65U29,"(2.7813, 2.5508, -3.9835)",97.14038997214485,97.2003494528768,D3P9D1,2.3.1.31,2,3,1,31,1200,569,38
AF_O08679,"(-13.1652, 6.9527, -3.09)",70.09932132963989,71.20614572333686,Q9P0L2,2.7.11.1,2,7,11,1,1648,1347,1
AF_Q3ABY0,"(4.4445, -4.9294, 2.8026)",92.44613569321534,92.4018065487392,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_Q7WUL3,"(2.0835, -4.0074, -1.7041)",95.66976950354608,95.8933120113717,Q7WUL3,3.2.1.21,3,2,1,21,2112,1352,12
AF_P18160,"(4.7204, -20.5119, -9.1161)",42.76769709543568,43.44385093167701,P18160,2.7.10.2,2,7,10,2,1647,1353,39
AF_P57611,"(10.2566, -2.4384, -16.2338)",89.11978213507626,88.97288414133112,Q8X5V3,3.6.4.12,3,6,4,12,2641,1354,0
AF_Q1EBD3,"(-1.3636, 6.7039, -3.47)",87.3712543554007,87.80022016732717,Q54W07,2.7.11.1,2,7,11,1,1648,1360,1
AF_Q78EG7,"(4.2029, -2.8115, -10.8372)",88.74034682080925,89.03435971223021,Q54DU9,3.1.3.48,3,1,3,48,1978,1361,30
AF_Q7VAR9,"(-12.36, 0.4878, 5.1011)",94.6927,94.76652482269505,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_Q7U6N7,"(-1.4033, 2.5906, 8.7056)",94.34192893401016,94.28856493506493,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_Q2NVK2,"(3.2546, 7.882, -9.7796)",95.7087250996016,95.83425972713492,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_P0ACZ3,"(7.484, 2.2031, -7.5143)",95.8856081081081,95.76401739130436,Q48451,3.1.3.48,3,1,3,48,1978,1374,30
AF_O78328,"(-1.1811, -1.9519, -6.7073)",85.32449235048678,85.36289541284403,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_Q8P0E5,"(-2.2069, 6.9475, 18.2729)",83.47723646723647,84.34961908284023,Q9CEV9,5.2.1.8,5,2,1,8,3108,1332,9
AF_B7PXE3,"(-2.6909, 7.0492, -11.7237)",71.99567901234568,72.84705075445817,A7T395,5.6.1.1,5,6,1,1,3223,1379,42
AF_Q6FNA2,"(-1.5347, -7.1264, 11.1037)",70.99196078431372,71.26825658321442,A6ZXU0,3.6.4.13,3,6,4,13,2642,1304,6
AF_Q2RFW7,"(4.1145, -0.6451, 1.2854)",98.02593749999998,98.0321837633732,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_B1AJ90,"(-3.468, 4.1291, 6.585)",92.72553846153846,92.76546134663342,B3PMK3,3.6.4.12,3,6,4,12,2641,1382,0
AF_Q9V9J3,"(5.7949, 9.5066, -3.3866)",82.97406189555124,83.72556837298727,Q9V9J3,2.7.10.2,2,7,10,2,1647,1241,39
AF_B9FDE0,"(-1.4911, -7.0961, 0.2265)",83.58935222672065,84.0656749098403,Q336V9,2.7.11.1,2,7,11,1,1648,1384,1
AF_Q8L7J2,"(-3.8114, -1.9233, -11.1904)",93.21792706333972,93.92563526570048,Q7XKV5,3.2.1.21,3,2,1,21,2112,351,12
AF_B5XKX5,"(-5.9143, -2.1145, -3.1045)",93.50084848484848,93.41218823529412,Q4JCM0,1.18.1.2,1,18,1,2,532,104,5
AF_A5F760,"(2.0725, -5.9706, -3.5723)",90.96844311377248,90.93052651659671,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_Q5ZBH5,"(-2.0602, 1.8864, 12.3009)",80.42404040404041,81.04341002821792,Q1K8F7,3.6.4.13,3,6,4,13,2642,1394,6
AF_Q99M80,"(-3.1548, 22.1417, -0.2045)",82.94960797799176,83.61981350762527,P35822,3.1.3.48,3,1,3,48,1978,1395,30
AF_Q28WA7,"(3.1568, -0.033, -4.7189)",91.58392801251956,91.74425474254744,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_A2QAB5,"(-10.6935, 8.4118, -3.7997)",71.44278463648833,71.92597569566749,Q7SFC8,3.6.4.13,3,6,4,13,2642,1406,6
AF_Q8VYT3,"(3.6048, -10.7376, -2.5008)",78.12125,78.33246402877697,C0LGU5,2.7.11.1,2,7,11,1,1648,1407,1
AF_Q8AYG3,"(-12.6037, 4.4099, -8.359)",68.11031568228105,68.76891825365979,Q8AYG3,2.7.12.1,2,7,12,1,1670,757,13
AF_Q4WXH8,"(34.4231, -6.292, -34.5649)",80.68001793721973,81.16160951481132,Q54RD4,2.7.7.7,2,7,7,7,1763,1408,2
AF_P55818,"(-0.9614, -4.6246, 3.8578)",97.58947916666666,97.64554015296368,P55818,1.5.1.5,1,5,1,5,767,1409,16
AF_A3LUB9,"(-5.6468, 4.9445, 9.3153)",83.00605568445476,83.30558206381144,Q6CCB0,2.7.11.22,2,7,11,22,1660,1410,35
AF_A5UI33,"(1.3218, 6.7554, 2.8554)",97.82812351543944,97.83367201976527,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_A5IEF4,"(2.3346, -5.925, 2.8836)",97.0752121212121,97.06158353127474,B6IZN7,1.1.1.37,1,1,1,37,110,721,21
AF_Q54518,"(3.4622, 0.3026, -7.4634)",97.83851851851853,97.79662656641604,Q3K0S8,3.1.3.48,3,1,3,48,1978,1418,30
AF_Q979W3,"(-4.5542, -2.1936, 1.5477)",95.81697508896796,95.79705693296602,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q979W3,"(-4.5542, -2.1936, 1.5477)",95.81697508896796,95.79705693296602,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q6MC67,"(2.6132, -0.9489, 3.704)",91.13048192771085,91.03163776493255,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_Q0D847,"(3.9928, 4.5891, -8.1952)",65.47933444259567,66.95210789645421,Q2V338,2.7.11.1,2,7,11,1,1648,1428,1
AF_P08625,"(5.0007, -7.5316, 1.5113)",93.43698630136986,93.5426292335116,P08624,1.18.6.1,1,18,6,1,536,1432,43
AF_O69460,"(26.4816, -7.7005, -25.9313)",77.79772543741588,77.90923951048951,P24230,3.6.4.12,3,6,4,12,2641,1435,0
AF_E3H7X6,"(9.1332, 7.0117, -5.5914)",93.87635761589404,93.8588741455569,E3HDJ8,2.3.1.31,2,3,1,31,1200,1438,38
AF_A6QFH7,"(-26.3393, -3.1859, 26.503)",90.28678756476684,90.3914309853205,Q5HQJ5,3.6.4.12,3,6,4,12,2641,1440,0
AF_B1V8K7,"(1.4436, 2.9653, 7.1333)",93.7143878954608,93.97182279398442,B1V8K7,3.2.1.22,3,2,1,22,2113,1445,44
AF_Q6G8S7,"(0.6211, -2.6578, 1.0997)",87.3189,87.59182281708095,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_D3ZU96,"(-15.5974, -2.914, 1.9061)",48.36730566037736,48.70786145164429,Q9P275,3.4.19.12,3,4,19,12,2254,1450,24
AF_B2TPB9,"(-5.0475, 0.9422, 8.6653)",95.20236180904524,95.13577124183006,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_A9AGS9,"(4.5188, 2.7887, 1.8654)",96.84024561403508,96.86753110047847,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A9AGS9,"(4.5188, 2.7887, 1.8654)",96.84024561403508,96.86753110047847,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_F4JFJ3,"(-17.1823, 9.405, 8.2794)",74.91561360874849,75.12424136886736,F4JFJ3,3.6.4.12,3,6,4,12,2641,1461,0
AF_A5V4U1,"(6.4865, 1.9842, 2.1014)",94.23338983050849,94.420381928272,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A5V4U1,"(6.4865, 1.9842, 2.1014)",94.23338983050849,94.420381928272,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A7MYV2,"(5.0887, 11.3781, -7.4145)",96.64271255060729,96.73640472521828,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_O17607,"(6.4212, -1.541, -9.862)",84.45796218487396,84.5745306122449,Q8STP2,3.6.4.12,3,6,4,12,2641,1469,0
AF_A1JK25,"(-15.7304, 2.59, 16.1475)",95.88808943089433,96.00084194214875,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_Q43776,"(13.3941, 3.3927, -9.2009)",89.7169217687075,89.90157548770144,Q03Z44,6.1.1.6,6,1,1,6,3256,260,15
AF_P0CY46,"(41.446, 4.7998, 11.0303)",70.88565789473684,71.08389213839597,P13388,2.7.10.1,2,7,10,1,1646,1479,4
AF_Q9HR35,"(8.6432, -0.1865, -5.7547)",91.71942959001784,91.9506839847474,B8DZX8,6.5.1.1,6,5,1,1,3365,609,27
AF_Q6NGX4,"(-8.7849, 0.0124, -10.0459)",90.4224630541872,90.6647609561753,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_Q9R1L5,"(1.988, 3.6022, -16.0181)",53.66686624203821,54.58666638962766,Q3U214,2.7.11.1,2,7,11,1,1648,1500,1
AF_B1LPB4,"(-11.6487, 8.4373, 5.0021)",95.12972549019608,95.31728364182092,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_Q8YZA1,"(-29.8509, -7.3964, 8.336)",86.85895335608646,87.04007968704725,Q8YZA1,3.6.4.12,3,6,4,12,2641,1511,0
AF_A0K847,"(-6.313, -9.1829, 8.7453)",92.35608294930876,92.60217548076922,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_Q9WTL4,"(-8.9266, 18.2996, 19.5146)",77.91826153846154,78.33139251694,Q9WTL4,2.7.10.1,2,7,10,1,1646,1200,4
AF_C4LEY6,"(-1.3244, -0.8097, -9.0926)",95.32964071856289,95.4811671190384,Q5QUZ5,3.2.1.52,3,2,1,52,2133,1512,45
AF_B3WFY8,"(8.9928, -3.055, -9.1691)",67.9980572597137,69.15577845839714,B3WFY8,2.7.11.1,2,7,11,1,1648,1513,1
AF_Q6ZEZ5,"(-8.1859, 0.9779, 7.3707)",65.1011111111111,65.62005625270446,Q9LHI7,2.7.11.1,2,7,11,1,1648,1517,1
AF_P83102,"(-10.4506, 3.8911, -0.1638)",62.70393719806764,63.73748694316436,P83102,2.7.12.1,2,7,12,1,1670,1521,13
AF_Q9CWT6,"(-5.1999, 5.5181, 0.152)",82.27924074074073,82.6608871929406,Q9CWT6,3.6.4.13,3,6,4,13,2642,1526,6
AF_Q8F4I0,"(8.125, 2.6484, -1.0657)",95.29016393442622,95.26198584070796,D3P9D1,2.3.1.31,2,3,1,31,1200,569,38
AF_Q4ZVM8,"(-3.356, 8.1667, -38.4577)",91.40809633027524,91.46514310747664,B4SLN0,5.2.1.8,5,2,1,8,3108,775,9
AF_P36421,"(-3.8074, -4.04, -1.6999)",88.66781725888323,89.09592258064515,O29482,6.1.1.1,6,1,1,1,3234,1315,3
AF_Q12088,"(-28.2935, -9.303, 4.9707)",65.81824501424501,66.49218939989987,Q12337,2.7.7.7,2,7,7,7,1763,905,2
AF_Q5L8L6,"(-0.9562, 1.8714, -11.4787)",91.23101449275362,90.97155625,Q7UK67,3.4.21.92,3,4,21,92,2314,1547,11
AF_B3R5S0,"(-1.5649, -2.4941, 3.4203)",98.01527710843372,97.99920895052,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_A2RCL1,"(-36.2844, -18.241, 5.0746)",92.6377049180328,92.64951330108828,Q5WEN8,5.2.1.8,5,2,1,8,3108,173,9
AF_Q5HAJ7,"(-0.12, -2.713, 2.1658)",97.62052256532068,97.61187211804489,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_O88904,"(-10.5115, 4.808, 11.0104)",51.561710743801655,52.82372158781946,Q9ERH7,2.7.11.1,2,7,11,1,1648,1554,1
AF_B2V4R3,"(-5.7319, 2.0291, 6.1332)",91.1548142164782,91.14628274428274,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_F1M5F3,"(12.3643, 5.3003, -27.3033)",62.052179715302486,62.76655132773882,F1QDI9,3.6.4.12,3,6,4,12,2641,1556,0
AF_P96155,"(-6.4239, -4.9248, 4.7481)",94.75540098199671,94.95295051924252,P96155,3.2.1.52,3,2,1,52,2133,1562,45
AF_A9QYX3,"(3.6273, 6.9174, 4.2459)",87.49441176470589,88.12132135984606,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_Q9Z2A6,"(-1.4747, 9.0657, -8.4398)",69.70590493601462,71.24977788169278,Q84M93,2.7.11.24,2,7,11,24,1663,1563,28
AF_Q6C710,"(-4.0826, -0.8144, -4.6493)",78.12283582089552,79.28887364811395,Q5XI06,2.3.1.48,2,3,1,48,1211,323,18
AF_Q5XB24,"(3.2631, 4.6904, 2.1843)",96.70345070422536,96.6578614043139,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q5XB24,"(3.2631, 4.6904, 2.1843)",96.70345070422536,96.6578614043139,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A8GW74,"(0.9187, 2.8779, 4.8529)",96.55526501766784,96.5567919210897,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A8GW74,"(0.9187, 2.8779, 4.8529)",96.55526501766784,96.5567919210897,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q9FFP9,"(4.9349, -4.8609, -5.6263)",79.29688888888889,79.5471091344509,Q7XKA8,2.7.11.1,2,7,11,1,1648,1079,1
AF_Q2HJ89,"(-50.684, -11.0568, 49.6624)",88.89917667238421,89.16796871557611,Q2KJC8,5.2.1.8,5,2,1,8,3108,1571,9
AF_A9ISA4,"(-5.7858, -10.8093, 7.8688)",93.37461904761903,93.19823386114494,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_P26882,"(-17.8697, -12.6, 1.6904)",95.77451351351353,95.90304515225762,Q6BXZ7,5.2.1.8,5,2,1,8,3108,992,9
AF_Q3M9A3,"(-16.1646, 14.2175, 8.2114)",90.01093896713616,90.0993023255814,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_P0C313,"(-2.7643, -14.6415, 5.8814)",88.78819444444444,88.06513529073115,Q6L377,3.4.21.92,3,4,21,92,2314,576,11
AF_Q8I113,"(-6.4723, 3.4924, 7.1874)",57.00922206506365,57.95280115586058,Q8I113,2.7.11.1,2,7,11,1,1648,1587,1
AF_A4YE96,"(3.5389, -4.6157, -1.3989)",92.98890191897654,93.15152558016878,Q9V0B9,6.1.1.4,6,1,1,4,3254,1598,46
AF_Q9XID3,"(6.5038, -22.4805, -29.4971)",81.13548854041012,81.55571895933947,O64477,2.7.11.1,2,7,11,1,1648,1599,1
AF_Q5FJK7,"(-1.4672, 4.3514, -9.0443)",89.46338842975207,89.45785676947203,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_A0JM20,"(-18.4031, -4.8761, 2.1521)",73.47989784335982,74.00973086994472,Q98949,2.7.10.1,2,7,10,1,1646,1126,4
AF_Q5FUR2,"(1.9427, -10.8787, -35.0942)",92.3234762979684,92.4378213256484,Q2W3H8,5.2.1.8,5,2,1,8,3108,1148,9
AF_A4W460,"(-2.3817, 0.1807, 2.8012)",93.7582608695652,93.82061768268066,Q4JCM0,1.18.1.2,1,18,1,2,532,104,5
AF_Q12273,"(-28.9626, -4.7397, 5.3891)",66.28039316239317,66.9840598870864,Q12337,2.7.7.7,2,7,7,7,1763,905,2
AF_A8F7D6,"(0.6915, 5.7435, -0.2875)",95.86443223443224,95.92903836813989,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A8F7D6,"(0.6915, 5.7435, -0.2875)",95.86443223443224,95.92903836813989,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_P20417,"(5.3631, -3.5791, 2.9692)",81.32594907407409,81.70197647733794,P35233,3.1.3.48,3,1,3,48,1978,1614,30
